,userID,itemID,rating
918,268,583,4.0
919,160,462,4.0
920,195,273,4.0
921,224,178,4.0
922,5,110,1.0
923,99,1016,5.0
924,2,251,5.0
925,292,9,4.0
926,72,568,4.0
927,85,228,3.0
928,83,281,5.0
929,92,831,2.0
930,7,543,3.0
931,87,401,2.0
932,287,926,4.0
933,1,155,2.0
934,234,632,2.0
935,222,53,5.0
936,24,64,5.0
937,7,554,3.0
938,82,56,3.0
939,161,318,3.0
940,196,393,4.0
941,56,91,4.0
942,82,477,3.0
943,7,472,2.0
944,256,761,4.0
945,226,56,4.0
946,279,741,5.0
947,308,1286,3.0
948,16,8,5.0
949,180,202,3.0
950,203,93,4.0
951,145,56,5.0
952,288,305,4.0
953,84,742,3.0
954,44,644,3.0
955,17,13,3.0
956,313,117,4.0
957,148,1,4.0
958,197,347,4.0
959,21,164,5.0
960,279,982,3.0
961,239,491,5.0
962,185,287,5.0
963,297,89,4.0
964,303,68,4.0
965,186,250,1.0
966,73,206,3.0
967,104,756,2.0
968,94,216,3.0
969,239,194,5.0
970,197,511,5.0
971,280,1,4.0
972,1,117,3.0
973,224,583,1.0
974,303,397,1.0
975,60,162,4.0
976,198,258,4.0
977,239,513,5.0
978,6,69,3.0
979,233,375,4.0
980,85,642,4.0
981,110,38,3.0
982,184,522,3.0
983,99,873,1.0
984,13,418,2.0
985,201,518,4.0
986,13,858,1.0
987,214,131,3.0
988,296,228,4.0
989,222,87,3.0
990,279,725,4.0
991,217,182,2.0
992,85,433,3.0
993,239,234,3.0
994,13,72,4.0
995,194,77,3.0
996,208,663,5.0
997,109,178,3.0
998,230,172,4.0
999,59,485,2.0
1000,313,478,3.0
1001,70,1133,3.0
1002,62,182,5.0
1003,198,234,3.0
1004,65,125,4.0
1005,174,660,5.0
1006,90,12,5.0
1007,130,1248,3.0
1008,100,354,2.0
1009,283,432,5.0
1010,275,418,3.0
1011,311,98,5.0
1012,195,751,4.0
1013,130,105,4.0
1014,269,252,1.0
1015,286,73,5.0
1016,7,623,3.0
1017,56,222,5.0
1018,210,204,5.0
1019,239,9,5.0
1020,96,87,4.0
1021,297,73,2.0
1022,249,239,3.0
1023,94,860,2.0
1024,84,121,4.0
1025,275,265,4.0
1026,135,1046,3.0
1027,291,1178,4.0
1028,125,382,1.0
1029,70,399,4.0
1030,311,9,4.0
1031,301,523,4.0
1032,152,685,5.0
1033,244,172,4.0
1034,275,1091,2.0
1035,53,281,4.0
1036,198,118,2.0
1037,244,790,4.0
1038,26,125,4.0
1039,151,13,3.0
1040,124,496,1.0
1041,24,191,5.0
1042,271,65,3.0
1043,307,634,3.0
1044,294,1245,3.0
1045,234,241,2.0
1046,25,501,3.0
1047,293,137,3.0
1048,201,432,3.0
1049,75,240,1.0
1050,13,181,5.0
1051,207,68,2.0
1052,2,50,5.0
1053,313,566,4.0
1054,144,125,4.0
1055,188,443,4.0
1056,276,324,4.0
1057,145,974,1.0
1058,72,234,4.0
1059,83,385,4.0
1060,181,619,3.0
1061,109,402,4.0
1062,207,107,3.0
1063,185,216,4.0
1064,14,213,5.0
1065,149,319,2.0
1066,57,79,5.0
1067,230,963,5.0
1068,176,875,4.0
1069,253,97,4.0
1070,284,269,4.0
1071,106,526,4.0
1072,121,180,3.0
1073,62,86,2.0
1074,291,418,4.0
1075,84,1033,4.0
1076,293,380,2.0
1077,207,58,3.0
1078,194,187,4.0
1079,109,97,3.0
1080,283,845,4.0
1081,297,275,5.0
1082,181,334,1.0
1083,78,255,4.0
1084,11,425,4.0
1085,308,59,4.0
1086,193,1078,4.0
1087,297,234,3.0
1088,87,585,4.0
1089,250,204,2.0
1090,8,50,5.0
1091,186,148,4.0
1092,312,692,4.0
1093,91,683,3.0
1094,5,454,1.0
1095,291,376,3.0
1096,175,127,5.0
1097,145,737,2.0
1098,7,644,5.0
1099,276,419,5.0
1100,83,210,5.0
1101,102,524,3.0
1102,153,174,1.0
1103,62,302,3.0
1104,49,995,3.0
1105,268,298,3.0
1106,207,554,2.0
1107,313,616,5.0
1108,286,44,3.0
1109,279,168,5.0
1110,276,474,5.0
1111,62,59,4.0
1112,254,219,1.0
1113,83,97,4.0
1114,63,100,5.0
1115,16,178,5.0
1116,297,233,2.0
1117,90,945,5.0
1118,85,25,2.0
1119,42,98,4.0
1120,303,393,4.0
1121,274,50,5.0
1122,104,299,3.0
1123,94,792,4.0
1124,184,98,4.0
1125,293,708,3.0
1126,248,589,4.0
1127,18,950,3.0
1128,217,27,1.0
1129,200,892,4.0
1130,201,148,1.0
1131,296,222,5.0
1132,7,662,3.0
1133,196,381,4.0
1134,69,427,3.0
1135,72,196,4.0
1136,256,472,4.0
1137,128,182,4.0
1138,151,747,3.0
1139,7,171,3.0
1140,286,85,5.0
1141,172,220,4.0
1142,308,516,4.0
1143,190,974,2.0
1144,82,756,1.0
1145,308,436,4.0
1146,59,235,1.0
1147,64,1063,3.0
1148,145,756,2.0
1149,220,298,4.0
1150,21,324,4.0
1151,285,269,4.0
1152,207,65,3.0
1153,198,658,3.0
1154,220,333,3.0
1155,210,70,4.0
1156,181,14,1.0
1157,158,128,2.0
1158,143,682,3.0
1159,75,237,2.0
1160,199,221,4.0
1161,223,1150,2.0
1162,297,25,4.0
1163,276,78,4.0
1164,299,847,4.0
1165,293,325,2.0
1166,301,138,2.0
1167,1,47,4.0
1168,164,281,4.0
1169,96,673,4.0
1170,291,1016,4.0
1171,7,451,5.0
1172,233,177,4.0
1173,6,517,4.0
1174,202,283,3.0
1175,214,117,4.0
1176,184,602,4.0
1177,277,257,3.0
1178,194,212,1.0
1179,95,68,4.0
1180,25,257,4.0
1181,6,23,4.0
1182,38,573,1.0
1183,313,436,4.0
1184,22,241,3.0
1185,262,617,3.0
1186,130,569,3.0
1187,66,181,5.0
1188,21,948,1.0
1189,181,1332,1.0
1190,262,174,3.0
1191,206,302,5.0
1192,222,22,5.0
1193,76,61,4.0
1194,151,703,4.0
1195,314,28,5.0
1196,13,147,3.0
1197,44,258,4.0
1198,303,418,4.0
1199,16,89,2.0
1200,270,558,5.0
1201,248,117,5.0
1202,125,318,5.0
1203,138,523,5.0
1204,268,386,2.0
1205,291,15,5.0
1206,234,147,3.0
1207,239,96,5.0
1208,15,331,3.0
1209,94,155,2.0
1210,136,89,4.0
1211,223,423,3.0
1212,82,194,4.0
1213,145,355,3.0
1214,280,845,3.0
1215,179,339,1.0
1216,178,199,4.0
1217,307,949,4.0
1218,10,488,5.0
1219,116,331,3.0
1220,23,258,5.0
1221,308,174,4.0
1222,185,114,4.0
1223,188,237,3.0
1224,118,654,5.0
1225,246,721,4.0
1226,234,98,4.0
1227,194,239,3.0
1228,94,24,4.0
1229,122,378,4.0
1230,312,100,4.0
1231,262,64,5.0
1232,154,242,3.0
1233,223,763,3.0
1234,99,403,4.0
1235,83,43,4.0
1236,130,307,4.0
1237,174,402,5.0
1238,256,487,5.0
1239,59,177,4.0
1240,161,168,1.0
1241,244,53,3.0
1242,250,196,4.0
1243,43,40,3.0
1244,285,150,5.0
1245,42,953,2.0
1246,97,670,5.0
1247,122,510,4.0
1248,61,323,3.0
1249,222,106,2.0
1250,4,264,3.0
1251,304,259,1.0
1252,37,403,5.0
1253,49,68,1.0
1254,303,1098,4.0
1255,165,372,5.0
1256,176,324,5.0
1257,3,335,1.0
1258,56,869,3.0
1259,44,15,4.0
1260,190,117,4.0
1261,29,189,4.0
1262,94,174,4.0
1263,130,949,3.0
1264,117,181,5.0
1265,303,779,1.0
1266,19,435,5.0
1267,194,191,4.0
1268,158,24,4.0
1269,56,447,4.0
1270,262,223,3.0
1271,181,1334,1.0
1272,214,137,4.0
1273,92,747,4.0
1274,188,96,5.0
1275,58,173,5.0
1276,244,154,5.0
1277,134,879,4.0
1278,298,625,4.0
1279,254,230,4.0
1280,230,138,3.0
1281,16,209,5.0
1282,151,835,5.0
1283,181,1327,1.0
1284,145,1248,3.0
1285,200,588,5.0
1286,248,257,3.0
1287,297,432,4.0
1288,312,133,5.0
1289,151,12,5.0
1290,110,568,3.0
1291,305,483,5.0
1292,141,258,5.0
1293,44,240,4.0
1294,186,263,3.0
1295,214,213,4.0
1296,233,208,4.0
1297,104,287,2.0
1298,312,153,2.0
1299,1,222,4.0
1300,206,323,1.0
1301,230,419,4.0
1302,56,450,3.0
1303,94,651,5.0
1304,205,316,4.0
1305,14,174,5.0
1306,268,790,2.0
1307,276,1081,3.0
1308,83,929,3.0
1309,268,580,3.0
1310,222,1041,3.0
1311,279,89,4.0
1312,5,424,1.0
1313,112,331,4.0
1314,296,429,5.0
1315,18,202,3.0
1316,13,868,5.0
1317,87,210,5.0
1318,10,285,5.0
1319,181,328,3.0
1320,23,463,4.0
1321,253,746,3.0
1322,234,228,3.0
1323,299,1047,2.0
1324,66,1,3.0
1325,216,174,5.0
1326,290,208,3.0
1327,79,1161,2.0
1328,264,448,2.0
1329,4,303,5.0
1330,144,831,3.0
1331,138,517,4.0
1332,64,433,2.0
1333,5,1,4.0
1334,276,357,5.0
1335,62,433,5.0
1336,239,475,5.0
1337,293,166,3.0
1338,130,234,5.0
1339,264,70,4.0
1340,208,197,5.0
1341,24,763,5.0
1342,279,1162,3.0
1343,3,245,1.0
1344,101,596,3.0
1345,162,1019,4.0
1346,223,908,1.0
1347,99,246,3.0
1348,239,430,3.0
1349,160,160,5.0
1350,172,580,4.0
1351,303,1160,2.0
